"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.230198996644905","0.231281733544929","0.2389249168774","0.241532906242002","0.245629947851011","0.251265506362999","0.253498544930618","0.247613439506286","0.263585483938089","0.245208930457237","0.23452540131819","0.231919144394919","0.226286968414729","0.229938197428789","0.258205037946411","0.301159766861951","0.336231550445183","0.415201080006966","0.482746920938591","0.4140850505717","0.428708703445566","0.439327822175122","0.393175686895595","0.390224782901844","0.397158052651372","0.361826535935575","0.335552219255203","0.323110429073883","0.324186271880881","0.323586894763697","0.320487495823326","0.319202381499019",
"American Samoa","ASM","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.65207960389527","0.647189028601107","0.648343129626178","0.644814806398815","0.651817328439452","0.653773879124637","0.661132803936904","0.661801298857896","0.668243390342963","0.668869283720607","0.646237678246093","0.641368984961152","0.635958514373155","0.61825632457897","0.611363008802533","0.619222124665681","0.603136272289344","0.609194521964615","0.623915035298441","0.631329421303548","0.633023535894348","0.626435809665256","0.677248636881511","0.686820259800663","0.709153722833704","0.755385646113644","0.762978924645319","0.775370774445711","0.775096680479789","0.763060496848815","0.767130080034792","0.751137221184444",
"Australia","AUS","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05046094651789","1.05797661094106","1.02138891025148","0.922110033726813","0.899737806987202","0.972986337986338","0.995246585735964","1.02337298481766","0.881677406226684","0.812727158791829","0.823658858255354","0.71164162283997","0.699293637505232","0.788139778683751","0.971550718452127","1.04371974139227","1.05085504642108","1.12025437701186","1.32414771709937","1.0621005742895","1.32415837223641","1.48974859509021","1.58807486079604","1.48468554427003","1.33341503717984","1.22613445378151","1.05558014266997","1.11437740402745","1.13975893341601","1.06042483192676","0.969304866604103","1.07394507052765",
"Austria","AUT","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11401670095607","1.08759929286977","1.16911720510894","1.10869986986869","1.13330683050235","1.28040262044493","1.21402911359501","1.05029202841358","1.02574811027123","0.98467725485174","0.838289221741178","0.826816519697639","0.850824401474903","1.00466046318117","1.09224325835753","1.09721173072685","1.07984512260706","1.18982025360824","1.25664877063125","1.17682116759101","1.1165053195","1.15723540643969","1.04536573329375","1.05861765481608","1.06120244100745","0.886293320698828","0.859987342362259","0.875513078895296","0.90390612466745","0.862905505325489","0.872547593744749","0.91169289595735",
"Azerbaijan","AZE","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.234994467673861","0.227213556331095","0.0145691338113058","0.0651029398785715","0.060334130697393","0.135727687779078","0.172887937409637","0.20038637284146","0.202152708712472","0.191246532815063","0.19372696905034","0.1866113519845","0.183435466538914","0.190468346294833","0.202526715545588","0.234169597571913","0.267548271603422","0.328261305818676","0.429834040619736","0.35428600542496","0.398094137293055","0.485639844164752","0.469759789479483","0.458187324519063","0.452382952434653","0.368199403365561","0.27003914758422","0.293673975590132","0.325783321548176","0.319286061276114","0.292150672058224","0.339839206415982",
"Burundi","BDI","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.415909979784702","0.395105478345731","0.354802796908047","0.320366700759278","0.321434000330043","0.369780374806479","0.342867914908221","0.383435381624371","0.332534689390224","0.299498627522074","0.259199659670403","0.250182514267415","0.222029257572509","0.20954952892503","0.227062926525407","0.266317332853923","0.279359346109397","0.280033892140586","0.311415575401295","0.329434404627709","0.353228674850825","0.365965344564712","0.365373263379792","0.346803605417385","0.35372361408099","0.363038193153046","0.315770557154288","0.323840990444118","0.30528293997474","0.285846461022316","0.303251374809197","0.298518075947084",
"Belgium","BEL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10292129406084","1.07406379208506","1.1535495608532","1.08903218283582","1.12560646250301","1.26651204159825","1.20894592833876","1.04587280108254","1.03978550789064","0.992608763176836","0.831356585948237","0.79946578518504","0.82576953447059","0.991024324653723","1.10499076929807","1.10946477581945","1.09773112784823","1.20461319356353","1.27505674607812","1.18571848466016","1.10905744326667","1.15798288641051","1.0562723043293","1.07068360720236","1.06308492661882","0.887608093474218","0.864503507062648","0.87621912963059","0.905091802995293","0.858520523670587","0.851501488241247","0.878448431321691",
"Benin","BEN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.316476796700733","0.297679772515748","0.241256961536084","0.298757008666569","0.199167589380791","0.249748457324876","0.255840818076793","0.228512746259816","0.23525897121147","0.329869172167157","0.291669667022864","0.282050993216837","0.303630928952156","0.367099992507469","0.396161236668008","0.400669165756071","0.400487178026402","0.427287100919599","0.478871063873892","0.462702483794161","0.438396130470303","0.467764951431603","0.458331816034768","0.468672618135204","0.45577905426308","0.373003266450363","0.361849210348675","0.373324837230323","0.383718549858957","0.35595389154205","0.368328095688222","0.376971267592222",
"Burkina Faso","BFA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.597280692451411","0.535462796224924","0.559244111624028","0.503297137015746","0.288113140983853","0.335136283073481","0.322249985741695","0.281966347799067","0.297762865298338","0.330395789427731","0.27768595233633","0.273772234183803","0.293303630631726","0.349187897060418","0.374291768436242","0.376538999296447","0.36620383442365","0.398891134295414","0.45849533852448","0.442434978210647","0.431238493368727","0.473456715222038","0.46807502513259","0.467866858265103","0.468501281367131","0.381277846957809","0.36313643642756","0.359519148144571","0.371009642011092","0.351125941096588","0.377307104996039","0.372938219836505",
"Bangladesh","BGD","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.412061340769492","0.377347046326045","0.358388095945607","0.349706628736405","0.33555764331883","0.351272827985418","0.353410080632501","0.345419952807197","0.336477077764584","0.325152718638134","0.314329146332413","0.295956697914546","0.284466165535856","0.292788294989097","0.293229853064308","0.28463782415548","0.267704930570742","0.269893080206652","0.287504471333989","0.304144499236128","0.320231922363468","0.328812214393297","0.300622437452152","0.312337886306825","0.332201647877048","0.351132460425429","0.364141348800241","0.375842182577452","0.374202486795971","0.372428492133575","0.378681109137659","0.378502775677492",
"Bulgaria","BGR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.313567172411891","0.175720001976868","0.175238629234866","0.181797163049453","0.156540001467019","0.29181181627551","0.214708202980516","0.236745800185886","0.294675809988119","0.285773442991543","0.252453017336286","0.254478951902968","0.268794908836608","0.323096463474658","0.368386190100597","0.378946821950382","0.396476509866646","0.459366133819602","0.506827577105075","0.492783097017154","0.458196017049699","0.498451941591307","0.455201908061549","0.461460423368172","0.448534076108687","0.384662294571047","0.377072073729337","0.389674638176689","0.410438980245262","0.403274505966729","0.41031687808252","0.43567795606406",
"Bahrain","BHR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.317700238505348","0.301522674629346","0.284389935365856","0.269399148107934","0.283103843530601","0.280313668581912","0.275815022595074","0.273665656562957","0.251520995534187","0.254614374955152","0.323644163486088","0.305866308540391","0.311455521422476","0.331702260200173","0.358535383643346","0.395381630895774","0.417461869210314","0.440765611383165","0.481621844105146","0.416371432424146","0.442041734650585","0.475208770404471","0.466780063319713","0.48052392741467","0.489011169114011","0.496625266176588","0.50500273070437","0.497653485929713","0.507233619463229","0.498735000903505","0.465677286077481","0.489578875282779",
"Bahamas, The","BHS","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02787357038871","1.01966879811559","1.03588572005614","1.00327902523703","1.00374997274601","0.991023634866488","0.982783275370798","0.984746857444507","1.003479267275","0.99175011970153","0.97871987648881","0.96054377611905","0.9832641589291","0.975365923020198","0.961215004235683","0.979118723824605","0.957675344064173","0.959958004395036","0.955912868982922","0.939984825752757","0.925178599843342","0.89856344461441","0.915235459804535","0.903084576129913","0.904266655445099","0.936313271522522","0.924120187759399","0.901406764984131","0.892402937799746","0.889882776682553","0.848625526631096","0.827943328415102",
"Bosnia and Herzegovina","BIH","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.407199726754832","0.490740193435771","0.380671575990878","0.366988448696413","0.351966994264946","0.360447716291677","0.322776422179372","0.322336324074027","0.344433261320113","0.413591437441973","0.453572611866799","0.459994478373036","0.460817834667689","0.511604940738071","0.563852648748535","0.522193501610023","0.495868528381681","0.510455513715856","0.463611758953969","0.46563246424229","0.466217641379463","0.393787750063025","0.382107309936073","0.392201010546574","0.406901432459396","0.389514974407317","0.389934538158113","0.410557471121572",
"Belarus","BLR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.406565473643786","0.330936147651496","0.338774921495778","0.342256681471056","0.348058852579846","0.356035291326616","0.359198056002292","0.303475189157247","0.298271633270356","0.226833075995703","0.219982978538478","0.199267165991495","0.220641990004764","0.246920503146586","0.280105127422296","0.324014851323171","0.349561580467829","0.383998093405148","0.458836598345877","0.380951329088643","0.392771275875166","0.394076827782482","0.384038796138317","0.421082718415303","0.438834853901736","0.329750365353433","0.283351961177278","0.315190613939175","0.327365659420493","0.340305506213062","0.323923916308676","0.336597982708691",
"Belize","BLZ","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.660590772547775","0.61866119003934","0.629410559504015","0.62499138097837","0.633928856413055","0.658488111919765","0.65936041353016","0.638601021982005","0.640860038710335","0.617702159108575","0.606892637132005","0.59205390023937","0.5931886016883","0.56538505066347","0.561679732893325","0.55999574822057","0.56615773218685","0.577280568091485","0.581077766621615","0.56203929090877","0.56488457840063","0.575614154338835","0.619510769844055","0.63214421272278","0.6562420129776","0.65926253795624","0.671137154102325","0.687532544136045","0.673215329987185","0.66849747977943","0.64675540436924","0.638665499831445",
"Bermuda","BMU","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.87348347143617","0.899243356278835","0.903946856905531","0.928900590445447","0.927301218775816","0.946207137517929","1.2020488735243","1.22922108217035","1.24886442383288","1.26490998941554","1.1844887402585","1.14253011176805","1.22152637666001","1.23172205687648","1.25580527442536","1.29996298103934","1.32886146781967","1.37896579480801","1.42214027543207","1.42782974964483","1.44242425872155","1.39679682254791","1.45924818515778","1.44175946712494","1.4317272901535","1.41924369335175","1.39972507953644","1.36641585826874","1.35603460178108","1.36443597344786","1.34174542071956","1.30140209853527",
"Bolivia","BOL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29892102445335","0.301520183078772","0.306343870649512","0.291614251851204","0.284514314980234","0.29888470698838","0.309797243748772","0.310910176324287","0.313848993872354","0.300466623787609","0.290525855258902","0.270889560836161","0.252717451643329","0.246682881530472","0.250328414156283","0.252989152838983","0.280847152313412","0.299618505127625","0.351975574823097","0.351883197565396","0.378402187127182","0.429711974937084","0.440735444318713","0.438986500851842","0.436722938990282","0.425571298116195","0.410233289219019","0.397821066175977","0.400413610411666","0.390651094287784","0.378840989410407","0.378155730305711",
"Brazil","BRA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.391757151543585","0.328882223328433","0.30970427614909","0.323570916834986","0.426932142074112","0.587528336955779","0.623997122584854","0.616146390550964","0.593831787818305","0.404652382391121","0.414332171021701","0.341440584803162","0.297000073872687","0.315328022377447","0.34812450329394","0.435721530506353","0.505060489166245","0.584801838243071","0.662729476521087","0.648118018768113","0.789173814530497","0.880673774756698","0.822144402730983","0.789056566288957","0.77060692206999","0.597797197240294","0.610968256639148","0.683575908483363","0.609333194960407","0.577940364436689","0.459403171398517","0.468287662544876",
"Barbados","BRB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.805677258263293","0.81435518001504","0.81770304345514","0.835547651662467","0.83615645684422","0.827305283544697","0.833052807465097","0.826439671654512","0.888367957781375","0.914860557081942","0.88774668422661","0.887767841011955","0.88208000300045","0.87466059276267","0.90143877777006","0.93230867278608","0.941104576032965","0.994868036012475","0.99295498181893","0.96944367560565","0.995257634961035","1.00944352149963","1.06136858463288","1.07280492782593","1.08655905723572","1.065389752388","1.05943405628205","1.10150253772736","1.11221029242888","1.14399464367444","1.16182628756004","1.14963183136464",
"Brunei Darussalam","BRN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.243634949308308","0.240231603435067","0.253397230276521","0.242186579888544","0.228863487270684","0.248499606172886","0.25632366660947","0.259826736984787","0.201396942235343","0.218825582621733","0.271421208561093","0.24112884051319","0.238463326218599","0.255016732734415","0.296657734147465","0.346912396713409","0.387939574662453","0.402695184687008","0.473513816121914","0.357133653016043","0.43929702773061","0.560622316104674","0.540982936622238","0.533973679060826","0.51278402792156","0.4983006828403","0.482411074930068","0.468429014247508","0.511523695079471","0.480323280368069","0.418290839585152","0.476174145779691",
"Bhutan","BTN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.347881615251839","0.282277151878087","0.263733832245021","0.237658224741086","0.254073067507697","0.260663046990985","0.253309708975028","0.274341718972304","0.264278013051144","0.265119462381201","0.266658886752147","0.261657997231254","0.26200985612972","0.276358013953263","0.286864368093052","0.302709268034429","0.30131691263171","0.330970126308633","0.325650940745074","0.304653334089457","0.337332269781436","0.351331243710059","0.320892707764342","0.309489480482943","0.30603348573519","0.289730698951236","0.280243514920024","0.294961114148947","0.279139497939722","0.26872019805661","0.269628431826489","",
"Botswana","BWA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.519014665788455","0.485952541831406","0.485511475019747","0.46687622313562","0.451635064959599","0.459032839660854","0.43649486174892","0.410207334307924","0.385367308738375","0.396699063101057","0.401438913732573","0.371402522099314","0.34158915979777","0.442181857917899","0.499982936831286","0.513419749090932","0.469757359296925","0.455816089830156","0.42117984052253","0.425106187905917","0.481873009128668","0.534447380765017","0.518786315089175","0.491236858038405","0.47731526500049","0.437370444911761","0.419683799005992","0.457491691193117","0.451769748137017","0.423905915572754","0.41036735901917","0.417386186789298",
"Central African Republic","CAF","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.808686839770863","0.752000241212686","0.805424631217099","0.710205460524571","0.441219430755067","0.528269108526086","0.488256962446244","0.424138437981873","0.413232832264287","0.406398685124636","0.373819608262324","0.356016970018523","0.361323492337944","0.429539192107851","0.439579562983093","0.444133048611879","0.449321913392502","0.486304739257865","0.548305709153659","0.520347690630492","0.509289239570917","0.544853295137774","0.513418398328909","0.514977442196675","0.589247431779269","0.479563822359708","0.472570273597388","0.493973699265949","0.498171229985259","0.47477012839753","0.486996733243911","0.501193653724297",
"Canada","CAN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06406924922866","1.08020424194815","1.01571440390502","0.941546391752577","0.883566930287053","0.880522442436607","0.885522552255226","0.86708435649285","0.798816312773846","0.801514437638823","0.826610329270756","0.788006198347108","0.783363920219206","0.874822639354793","0.947472713297464","1.00152170325136","1.06255729901269","1.12847872637557","1.15687910028116","1.05174000524888","1.18610318878474","1.2533674745823","1.24539814715215","1.18819105402396","1.11370101260246","0.97595829268538","0.910554611179205","0.934024592437356","0.931107550210113","0.939744676970773","0.928844288797024","0.999353284101953",
"Central Europe and the Baltics","CEB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39119493233516","1.37416178521618","1.39921490541886","1.33097387655658","1.42453315785626","1.6257065539112","1.52674676375405","1.27037208020396","1.26058008001104","1.20013047530289","1.05926515869256","1.04831950699218","1.09698447324522","1.27366822603401","1.36051950140732","1.35443944747832","1.27520178656883","1.27635121626125","1.37849598375035","1.35103575039059","1.40574749594807","1.57368452796766","1.44405930550931","1.41598012347048","1.3990716965291","1.28409390751855","1.21977962024143","1.20619077037651","1.20552826683483","1.18464340519735","1.21402259876976","1.20864587845324",
"Channel Islands","CHI","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.553845273860282","0.566985522020503","0.596775908764962","0.57861336813717","0.613594659431672","0.695790783073317","0.668813636694399","0.6662289475567","0.606415835668817","0.553328385549747","0.532067788096165","0.459191807099883","0.43084039829303","0.440275041943882","0.524532183813758","0.59612249728682","0.600772659469143","0.619906516082824","0.651533479053939","0.631754712718809","0.705218195344549","0.719537382602718","0.713769768124039","0.706036078291382","0.643841616402051","0.598019337614988","0.586817615044485","0.612929537579577","0.617875795600277","0.580485349639933","0.526946242036352","0.567028780610824",
"China","CHN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.323903048401778","0.304638289456542","0.290375033730025","0.259465122769714","0.28517672092463","0.327679906843952","0.344230547865417","0.344877671811566","0.338405747305422","0.329520068386182","0.328862778412844","0.328252107005695","0.325164705624714","0.3271722514714","0.340777830339906","0.346771653959793","0.35928614883497","0.39507263855684","0.457472250713296","0.461395025506854","0.491686815110069","0.545456582323037","0.564131603727752","0.591311015631462","0.611851720421537","0.621549138483011","0.600321655824586","0.619016865086131","0.639237911048342","0.60916274380019","0.605532556899377","0.64930091678171",
"Cote d'Ivoire","CIV","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.489137787388425","0.459660362314119","0.478873327534053","0.464181960629797","0.339308212234509","0.410487123463741","0.412932012130521","0.369727523689015","0.38120613701499","0.357394211908453","0.307821663867249","0.311990936548695","0.33919550818735","0.410959919123326","0.429088344001309","0.421519602391433","0.41829582070557","0.458283269877951","0.508488202723572","0.484937761903499","0.462356990338179","0.502729522158992","0.473435305386726","0.500590823855731","0.499272279894884","0.423939926474571","0.425933922387367","0.436997636415372","0.44900515257261","0.419017468081821","0.4255616531148","0.434151988668939",
"Cameroon","CMR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.604162931700271","0.584139423405953","0.600923293499387","0.767109543809864","0.419902572779497","0.480306995285406","0.462123423725259","0.422700161105191","0.417952090899633","0.390630187386884","0.336094327433704","0.326601318461025","0.348942507377286","0.417344380994502","0.447566452643062","0.439914117928137","0.440598769366911","0.470553745807592","0.519960465740888","0.507616863924818","0.48003240741514","0.506541721347007","0.474372668533858","0.488121488279197","0.484285172065827","0.40714395065577","0.400677543552602","0.400927762654875","0.417110720470598","0.39301857039264","0.397478461064093","0.408836422658715",
"Congo, Dem. Rep.","COD","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.306339498590599","0.333399840063565","0.311032489575748","0.456925372525179","0.253081121735881","0.238676732685264","0.242179918770099","0.266201940235869","0.273162996980923","0.213204705128971","0.907388336481732","0.35321663380703","0.396421546444234","0.37705044851502","0.396356665471277","0.420707518937053","0.468056711995252","0.49671140304421","0.542446449920446","0.493837624991243","0.526862353895116","0.578649755062766","0.634141307926432","0.607793977800762","0.572851894893342","0.549248119591064","0.489087735859363","0.440714746770607","0.508914661448129","0.521338093358027","0.476428135365748","0.479259668748241",
